id,type,item owner id,layer title,title,coordinates,description,image count,created date,last modification date,item views,Media Type,Transition Type,Date of Change,Owner,Community,Sources,Language
681,marker,622,Newspapers,The Pilot,"49.2450384, -55.0591548","The community newspaper serving Lewisporte, Newfoundland, published its final edition on July 26, 2018. SaltWire Network closed The Advertiser in Grand Falls-Windsor, The Pilot in Lewisporte, The Norâ€™Wester in Springdale and The Beacon in Gander to create a new publication, The Central Voice, serving the entire region.",0,2020-03-31 21:29,2020-11-30 23:28,35,community paper,closed due to merger,2018-07-26,SaltWire Network,"Lewisporte, Newfoundland and Labrador","[""https:\/\/ici.radio-canada.ca\/nouvelle\/1111818\/fermeture-journaux-terre-neuve-saltwire-network-transcontinental-medias-locaux-regions-nouvelles-atlantique"",""https:\/\/www.cbc.ca\/news\/canada\/newfoundland-labrador\/saltwire-central-voice-1.4734679"",""https:\/\/www.atlanticbusinessmagazine.net\/checking-out-newfoundland-newspapers-get-condensed-and-a-grocery-store-snapped-up\/""]","[""English""]"
682,marker,622,Newspapers,The Nor'Wester,"49.49749, -56.0729969","The community newspaper serving Springdale, Newfoundland, published its final edition on July 26, 2018. Saltwire Network closed The Advertiser in Grand Falls-Windsor, The Pilot in Lewisporte, The Norâ€™Wester in Springdale and The Beacon in Gander to create a new publication, The Central Voice, serving the entire region.",0,2020-03-31 21:33,2020-11-30 23:26,73,community paper,closed due to merger,2018-07-26,SaltWire Network,"Springdale, Newfoundland and Labrador","[""https:\/\/ici.radio-canada.ca\/nouvelle\/1111818\/fermeture-journaux-terre-neuve-saltwire-network-transcontinental-medias-locaux-regions-nouvelles-atlantique"",""https:\/\/www.cbc.ca\/news\/canada\/newfoundland-labrador\/saltwire-central-voice-1.4734679"",""https:\/\/www.atlanticbusinessmagazine.net\/checking-out-newfoundland-newspapers-get-condensed-and-a-grocery-store-snapped-up\/""]","[""English""]"
683,marker,622,Newspapers,The Beacon,"48.954408, -54.6103488","The community newspaper serving Gander, Newfoundland, published its final edition on July 26, 2018. SaltWire Network closed The Advertiser in Grand Falls-Windsor, The Pilot in Lewisporte, The Norâ€™Wester in Springdale and The Beacon in Gander to create a new publication, The Central Voice, serving the entire region.",0,2020-03-31 21:37,2020-11-30 23:28,92,community paper,closed due to merger,2018-07-26,SaltWire Network,"Gander, Newfoundland and Labrador","[""https:\/\/ici.radio-canada.ca\/nouvelle\/1111818\/fermeture-journaux-terre-neuve-saltwire-network-transcontinental-medias-locaux-regions-nouvelles-atlantique"",""https:\/\/www.cbc.ca\/news\/canada\/newfoundland-labrador\/saltwire-central-voice-1.4734679"",""https:\/\/www.atlanticbusinessmagazine.net\/checking-out-newfoundland-newspapers-get-condensed-and-a-grocery-store-snapped-up\/""]","[""English""]"
684,marker,622,Newspapers,The Advertiser,"48.9276687, -55.6575025","The community newspaper serving Grand Falls-Windsor, Newfoundland, published its final edition on July 26, 2018. SaltWire Network closed The Advertiser in Grand Falls-Windsor, The Pilot in Lewisporte, The Norâ€™Wester in Springdale and The Beacon in Gander to create a new publication, The Central Voice, serving the entire region.",0,2020-03-31 21:40,2020-11-30 23:27,106,community paper,closed due to merger,2018-07-26,SaltWire Network,"Grand Falls-Windsor, Newfoundland and Labrador","[""https:\/\/ici.radio-canada.ca\/nouvelle\/1111818\/fermeture-journaux-terre-neuve-saltwire-network-transcontinental-medias-locaux-regions-nouvelles-atlantique"",""https:\/\/www.cbc.ca\/news\/canada\/newfoundland-labrador\/saltwire-central-voice-1.4734679"",""https:\/\/www.atlanticbusinessmagazine.net\/checking-out-newfoundland-newspapers-get-condensed-and-a-grocery-store-snapped-up\/""]","[""English""]"
685,marker,622,Newspapers,The Central Voice,"48.9505364, -55.6489757","SaltWire Network confirmed in March 2021 that The Central Voice had permanently closed. The weekly community newspaper had been temporarily closed since March 25, 2020, due to the impacts of the pandemic.
The Central Voice, a free weekly newspaper distributed to 32,000 people in central Newfoundland, launched on August 1, 2018. It was formed by the merger of four community papers (The Advertiser in Grand Falls-Windsor, The Pilot in Lewisporte, The Norâ€™Wester in Springdale and The Beacon in Gander), which published their final editions on July 26, 2018.",0,2020-03-31 22:06,2021-03-31 19:53,187,community paper,closed,2021-03-01,SaltWire Network,"Springdale, Grand Falls-Windsor, Lewisporte, Twillingate, Gander, and Gambo, Newfoundland and Labrador","[""https:\/\/www.saltwire.com\/news\/central-voice-ready-to-launch-aug-1-229970\/?location=central-newfoundland"",""https:\/\/ici.radio-canada.ca\/nouvelle\/1111818\/fermeture-journaux-terre-neuve-saltwire-network-transcontinental-medias-locaux-regions-nouvelles-atlantique"",""https:\/\/www.cbc.ca\/news\/canada\/newfoundland-labrador\/saltwire-central-voice-1.4734679"",""https:\/\/www.atlanticbusinessmagazine.net\/checking-out-newfoundland-newspapers-get-condensed-and-a-grocery-store-snapped-up\/"",""https:\/\/www.cbc.ca\/news\/canada\/nova-scotia\/saltwire-network-announces-temporary-layoffs-covid-19-1.5508396"",""https:\/\/globalnews.ca\/news\/6726717\/coronavirus-atlantic-canada-media-layoffs-saltwire\/"",""https:\/\/j-source.ca\/article\/covid-19-media-impact-map-for-canada-saltwire-network\/""]","[""English""]"
686,marker,622,Newspapers,L'Ã‰toile Cataracte,"47.0479934, -67.7399015","The French-language weekly newspaper serving Grand Falls, New Brunswick, closed on January 28, 2015. Brunswick News merged L'Ã‰toile Cataracte and L'Ã‰toile RÃ©publique to form the new publication, L'Ã‰toile Nord-Ouest.",0,2020-04-01 3:33,2020-04-01 3:33,62,community paper,closed due to merger,2015-01-28,Brunswick News,"Grand Falls, New Brunswick","[""https:\/\/ici.radio-canada.ca\/nouvelle\/702103\/etoile-edition-nord-ouest""]","[""French""]"
687,marker,622,Newspapers,L'Ã‰toile RÃ©publique,"47.3690127, -68.3266741","The French-language weekly newspaper serving Edmundston, New Brunswick, closed on January 28, 2015. Brunswick News merged L'Ã‰toile Cataracte and L'Ã‰toile RÃ©publique to form the new publication, L'Ã‰toile Nord-Ouest.",0,2020-04-01 3:36,2020-04-01 3:36,104,community paper,closed due to merger,2015-01-28,Brunswick News,"Edmundston, New Brunswick","[""https:\/\/ici.radio-canada.ca\/nouvelle\/702103\/etoile-edition-nord-ouest""]","[""French""]"
688,marker,622,Newspapers,L'Ã‰toile Nord-Ouest,"47.276146, -67.9520977","Brunswick News announced in April, 2018, that the French-language weekly newspaper would close. The publication was launched on January 28, 2015, from the merger of L'Ã‰toile Cataracte in Grand Falls and L'Ã‰toile RÃ©publique in Edmundston.",0,2020-04-01 3:41,2020-04-01 4:01,50,community paper,closed,2018-04-30,Brunswick News,"Grand Falls and Edmundston, New Brunswick","[""https:\/\/ici.radio-canada.ca\/nouvelle\/702103\/etoile-edition-nord-ouest"",""https:\/\/ici.radio-canada.ca\/nouvelle\/1096562\/etoile-madawaska-journal-fermeture-irving"",""https:\/\/www.acadienouvelle.com\/actualites\/2018\/04\/20\/cest-la-fin-pour-le-madawaska-et-letoile-nord-ouest\/"",""https:\/\/cimtchau.ca\/nouvelles\/fermeture-de-deux-hebdomadaires-au-madawaska\/""]","[""French""]"
689,marker,622,Newspapers,Le Madawaska,"47.3617094, -68.3263239","Brunswick News announced in April, 2018, that they would be closing the weekly French-language newspaper serving Edmundston, New Brunswick. The newspaper launched in 1913.",0,2020-04-01 4:09,2020-04-01 4:09,124,community paper,closed,2018-04-30,Brunswick News,"Edmundston, New Brunswick","[""https:\/\/ici.radio-canada.ca\/nouvelle\/1096562\/etoile-madawaska-journal-fermeture-irving"",""https:\/\/www.acadienouvelle.com\/actualites\/2018\/04\/20\/cest-la-fin-pour-le-madawaska-et-letoile-nord-ouest\/"",""https:\/\/www.acadienouvelle.com\/mon-opinion\/2018\/04\/30\/le-madawaska-de-1913-a-2018\/"",""https:\/\/cimtchau.ca\/nouvelles\/fermeture-de-deux-hebdomadaires-au-madawaska\/""]","[""French""]"
693,marker,622,Newspapers,Northern Life,"46.4892492, -80.9943685","Northern Life, a weekly community newspaper serving Sudbury, Ontario, published its final edition on March 26, 2020. It's website, Sudbury.com, was acquired by Village Media and will continue to operate. The newspaper launched in the fall of 1973.",0,2020-05-24 18:58,2020-05-24 18:58,147,community paper,closed,2020-03-26,Laurentian Publishing,"Sudbury, Ontario","[""https:\/\/www.sudbury.com\/columns\/atkins\/sudburycom-to-officially-replace-northern-life-2183199"",""https:\/\/www.thesudburystar.com\/news\/local-news\/sudbury-com-sold-to-village-media-northern-life-to-print-last-edition-on-march-26"",""https:\/\/ici.radio-canada.ca\/nouvelle\/1688657\/derniere-edition-northern-life-circulaires-sudbury"",""https:\/\/northernontario.ctvnews.ca\/final-edition-for-sudbury-s-northern-life-newspaper-1.4869816""]","[""English""]"
695,marker,622,Newspapers,Winchester Press,"45.09056, -75.3516205","Winchester Press is a community newspaper in Winchester, ON, which covers Ottawa's southern rural region to the St. Lawrence River, and from Kemptville to the eastern boundary of Dundas County. The newspaper published its final edition on January 1, 2020. It launched in 1888.",0,2020-05-24 21:17,2020-05-24 21:17,61,community paper,closed,2020-01-01,Independent,"Winchester, Ontario","[""https:\/\/obj.ca\/article\/winchester-press-owner-refutes-closure-plans-seeks-buyer-eastern-ontario-paper"",""https:\/\/nationalpost.com\/pmn\/news-pmn\/canada-news-pmn\/eastern-ontario-paper-winchester-press-closes-after-131-years-in-business"",""https:\/\/www.recorder.ca\/news\/local-news\/winchester-press-closes"",""https:\/\/ottawacitizen.com\/news\/local-news\/historic-winchester-press-closes-after-131-years\/""]","[""English""]"
696,marker,622,Newspapers,Deh Cho Drum,"61.8627978, -121.353033","Deh Cho Drum, a weekly community newspaper serving communities in the Dehcho region in the Northwest Territories, published its final issue on March 30, 2017. The newspaper launched in August, 1994.",0,2020-05-25 7:04,2020-05-25 7:04,189,community paper,closed,2017-03-30,Northern News Services,"Fort Simpson, Northwest Territories","[""https:\/\/www.cbc.ca\/news\/canada\/north\/deh-cho-drum-newspaper-shut-down-1.4045063"",""https:\/\/www.facebook.com\/NnslOnline\/photos\/a.357276101000752\/1471491676245850"",""https:\/\/www.myyellowknifenow.com\/22538\/deh-cho-drum-suspends-publication-23-years\/""]","[""English""]"
697,marker,622,Newspapers,Le Pharillon,"48.8314286, -64.4853526","Le Pharillon, a weekly community newspaper in the GaspÃ© region, closed during the week of August 27, 2018. Le Pharillon was founded in 1973.",0,2020-05-25 7:22,2020-05-25 7:25,79,community paper,closed,2018-08-27,MÃ‰DOMÃ©dia,"GaspÃ©, Quebec","[""https:\/\/www.lesoleil.com\/actualite\/en-region\/deux-hebdos-disparaissent-en-gaspesie-9e0e72a01fd499d5221e0589711453e0"",""https:\/\/www.radiogaspesie.ca\/nouvelles\/actualite\/2-nouveaux-journaux-remplaceront-le-pharillon-et-lecho-de-la-baie\/"",""https:\/\/ici.radio-canada.ca\/nouvelle\/1120643\/medomedia-explique-la-fermeture-de-ses-journaux-lecho-de-la-baie-et-le-pharillon""]","[""French""]"
698,marker,622,Newspapers,L'Ã‰cho de la Baie,"48.1970179, -65.9520331","L'Ã‰cho de la Baie, a weekly community newspaper serving New Richmond, QC, closed during the week of August 27, 2018. It had been publishing for more than 30 years.",0,2020-05-25 7:36,2020-05-25 7:36,111,community paper,closed,2018-08-27,MÃ‰DOMÃ©dia,"New Richmond, Quebec","[""https:\/\/www.lesoleil.com\/actualite\/en-region\/deux-hebdos-disparaissent-en-gaspesie-9e0e72a01fd499d5221e0589711453e0"",""https:\/\/www.radiogaspesie.ca\/nouvelles\/actualite\/2-nouveaux-journaux-remplaceront-le-pharillon-et-lecho-de-la-baie\/"",""https:\/\/ici.radio-canada.ca\/nouvelle\/1120643\/medomedia-explique-la-fermeture-de-ses-journaux-lecho-de-la-baie-et-le-pharillon""]","[""French""]"
699,marker,622,Newspapers,GaspÃ©sie Nouvelles,"48.8285285, -64.4880306","GaspÃ©sie Nouvelles, a free weekly newspaper covering the GaspÃ© region, launched on September 5, 2018.",0,2020-05-25 7:51,2020-05-25 7:51,80,community paper,new,2018-09-05,Lexis Media,"GaspÃ©, Quebec","[""https:\/\/www.gaspesienouvelles.com\/nous-joindre"",""https:\/\/www.radiogaspesie.ca\/nouvelles\/actualite\/2-nouveaux-journaux-remplaceront-le-pharillon-et-lecho-de-la-baie\/"",""https:\/\/ici.radio-canada.ca\/nouvelle\/1120643\/medomedia-explique-la-fermeture-de-ses-journaux-lecho-de-la-baie-et-le-pharillon"",""https:\/\/www.lesoleil.com\/actualite\/en-region\/deux-hebdos-disparaissent-en-gaspesie-9e0e72a01fd499d5221e0589711453e0""]","[""French""]"
700,marker,622,Newspapers,Chaleurs Nouvelles,"48.1711495, -65.823863","Chaleurs Nouvelles, a free weekly newspaper in New Richmond, QC, launched on September 5, 2018.",0,2020-05-25 7:55,2020-05-25 7:55,117,community paper,new,2018-09-05,Lexis Media,"New Richmond, Quebec","[""https:\/\/www.chaleursnouvelles.com\/nous-joindre"",""https:\/\/www.radiogaspesie.ca\/nouvelles\/actualite\/2-nouveaux-journaux-remplaceront-le-pharillon-et-lecho-de-la-baie\/"",""https:\/\/ici.radio-canada.ca\/nouvelle\/1120643\/medomedia-explique-la-fermeture-de-ses-journaux-lecho-de-la-baie-et-le-pharillon"",""https:\/\/www.lesoleil.com\/actualite\/en-region\/deux-hebdos-disparaissent-en-gaspesie-9e0e72a01fd499d5221e0589711453e0""]","[""French""]"
702,marker,622,Newspapers,Canadian Jewish News Montreal Edition,"45.5006061, -73.5612049","Canadian Jewish News relaunched as a news website with a national focus in January, 2021. Canadian Jewish News Montreal Edition, a weekly community newspaper serving the Montreal Jewish community, published its final issue on April 9, 2020. The closure was due to the economic impacts of COVID-19. Canadian Jewish News launched in Toronto in 1960, added a Montreal Edition in 1976, shut down temporarily in June, 2013, and was revived in early 2014.",0,2020-05-27 5:54,2021-03-21 0:32,125,community paper,shifted to online,2021-01-01,independent,"Montreal, Quebec","[""https:\/\/www.theglobeandmail.com\/canada\/article-the-canadian-jewish-news-closes-after-60-years\/"",""https:\/\/www.cjnews.com\/home-featured\/to-our-readers-everything-has-its-season-it-is-time"",""https:\/\/www.facebook.com\/TheCJN\/posts\/3462335040449971"",""https:\/\/nationalpost.com\/news\/another-covid-19-casualty-after-60-years-the-canadian-jewish-news-will-cease-operations"",""https:\/\/canadianjewishrecord.ca\/2020\/12\/14\/canadian-jewish-news-returns-next-month\/"",""https:\/\/www.jweekly.com\/2020\/12\/15\/canadian-jewish-news-to-relaunch-next-month-as-online-publication\/"",""https:\/\/mailchi.mp\/thecjn\/from-yonis-dining-room-table?e=f154e14bef""]","[""English"",""French""]"
703,marker,622,Newspapers,Jewish Free Press,"50.9790155, -114.0839368","Jewish Free Press, a semi-monthly newspaper serving the Calgary Jewish community, published its final edition on December 20, 2019. Jewish Free Press merged with Edmonton Jewish News to become Alberta Jewish News.",0,2020-05-27 6:59,2020-05-27 6:59,61,community paper,closed due to merger,2019-12-20,independent,"Calgary, Alberta","[""https:\/\/www.edmontonjewishnews.com\/jewish-newspaper-expands-across-alberta\/"",""https:\/\/www.cjnews.com\/news\/canada\/alberta-jewish-newspapers-join-forces-in-merger""]","[""English""]"
704,marker,622,Newspapers,Edmonton Jewish News,"53.5422754, -113.5175164","Edmonton Jewish News, a monthly newspaper serving the Edmonton Jewish community, published it's final edition in December, 2019. Edmonton Jewish News merged with Jewish Free Press to become Alberta Jewish News.",0,2020-05-27 7:11,2020-05-27 7:18,90,community paper,closed due to merger,2019-12-17,independent,"Edmonton, Alberta","[""https:\/\/www.edmontonjewishnews.com\/jewish-newspaper-expands-across-alberta\/"",""https:\/\/www.cjnews.com\/news\/canada\/alberta-jewish-newspapers-join-forces-in-merger"",""https:\/\/www.facebook.com\/AlbertaJewishNews\/posts\/2855600271145348""]","[""English""]"
705,marker,622,Newspapers,Alberta Jewish News,"53.542269, -113.5170765","The monthly newspaper serving the Jewish communities in Edmonton and Calgary launched on January 30, 2020. The newspaper was formed through the merger of Edmonton Jewish News and Jewish Free Press.",0,2020-05-27 7:17,2020-05-27 7:17,43,community paper,new outlet produced by merger,2020-01-30,independent,"Edmonton and Calgary, Alberta","[""https:\/\/www.edmontonjewishnews.com\/jewish-newspaper-expands-across-alberta\/"",""https:\/\/www.cjnews.com\/news\/canada\/alberta-jewish-newspapers-join-forces-in-merger"",""https:\/\/www.facebook.com\/AlbertaJewishNews\/posts\/2855600271145348""]","[""English""]"
706,marker,622,Newspapers,Red River Valley Echo,"49.1055955, -97.5569822","The Red River Valley Echo weekly newspaper in Altona, Manitoba, closed on May 7, 2020, 79 years after it launched. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020.",0,2020-05-27 9:17,2020-05-27 15:42,136,community paper,closed,2020-05-07,Postmedia,"Altona, Manitoba","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/"",""https:\/\/www.facebook.com\/RedRiverValleyEcho\/posts\/2845612058827617""]","[""English""]"
707,marker,622,Newspapers,Carman Valley Leader,"49.5085651, -98.0016988","The Carman Valley Leader weekly newspaper in Carman, Manitoba, published its final edition during the week of May 4, 2020. The newspaper was founded in 1898. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020.",0,2020-05-27 9:25,2020-05-27 15:41,52,community paper,closed,2020-05-04,Postmedia,"Carman, Manitoba","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/"",""https:\/\/www.facebook.com\/CarmanValleyLeader\/posts\/2929671557108638""]","[""English""]"
708,marker,622,Newspapers,Interlake Spectator,"50.6321678, -96.9867721","The Interlake Spectator weekly newspaper in Gimli, Manitoba, published its final edition on May 7, 2020. The newspaper was founded in 1972. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020.",0,2020-05-27 9:32,2020-05-27 15:41,76,community paper,closed,2020-05-07,Postmedia,"Gimli, Manitoba","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/"",""https:\/\/www.facebook.com\/interlakespectator\/posts\/2926983617415569""]","[""English""]"
709,marker,622,Newspapers,Morden Times,"49.1878528, -97.9389985","The Morden Times weekly newspaper, serving Morden, MB, and surrounding regions, closed on May 7, 2020. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020.",0,2020-05-27 9:43,2020-05-27 15:46,80,community paper,closed,2020-05-07,Postmedia,"Morden, Manitoba","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/"",""https:\/\/www.facebook.com\/mordentimes\/posts\/2987306337984283""]","[""English""]"
710,marker,622,Newspapers,The Selkirk Journal,"50.1429057, -96.8734201","The Selkirk Journal weekly newspaper in Selkirk, Manitoba, published its final edition on May 7, 2020. The newspaper was founded in 1985. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020.",0,2020-05-27 15:22,2020-05-27 15:40,46,community paper,closed,2020-05-07,Postmedia,"Selkirk, Manitoba","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/"",""https:\/\/www.facebook.com\/selkirkjournal\/posts\/3507387675943760""]","[""English""]"
711,marker,622,Newspapers,The Stonewall Argus & Teulon Times,"50.131359, -97.3273465","The Stonewall Argus & Teulon Times weekly newspaper, serving Stonewall and Teulon, MB, closed on May 7, 2020, 130 years after it launched. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020.",0,2020-05-27 15:39,2020-05-27 15:43,47,community paper,closed,2020-05-07,Postmedia,"Stonewall and Teulon, Manitoba","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/"",""https:\/\/www.facebook.com\/stonewallargus\/posts\/3356434924367799""]","[""English""]"
712,marker,622,Newspapers,Winkler Times,"49.1869973, -97.9388912","The Winkler Times weekly newspaper in Winkler, Manitoba, closed on May 7, 2020. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020.",0,2020-05-27 15:49,2020-05-27 15:49,88,community paper,closed,2020-05-07,Postmedia,"Winkler, Manitoba","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/"",""https:\/\/www.facebook.com\/permalink.php?story_fbid=3052076748188602&id=223143737748598""]","[""English""]"
713,marker,622,Newspapers,The Prairie Farmer,"49.1875022, -97.938505","The Prairie Farmer monthly newspaper, providing agricultural news in Pembina Valley, MB, closed during the week of May 4, 2020. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020.",0,2020-05-27 15:58,2020-05-27 15:58,70,community paper,closed,2020-05-04,Postmedia,"Pembina Valley, Manitoba","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/""]","[""English""]"
714,marker,622,Newspapers,Kingsville Reporter,"42.0383792, -82.7407408","The Kingsville Reporter weekly newspaper in Kingsville, ON, published its final edition during the week of May 4, 2020. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020.",0,2020-05-27 16:10,2020-05-27 16:10,69,community paper,closed,2020-05-04,Postmedia,"Kingsville, Ontario","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/""]","[""English""]"
715,marker,622,Newspapers,Lakeshore News,"42.3131215, -82.8863452","The Lakeshore News weekly newspaper serving the Belle River and Lakeshore communities in Ontario, published its final edition during the week of May 4, 2020. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020.",0,2020-05-27 16:31,2020-05-27 16:31,41,community paper,closed,2020-05-04,Postmedia,"Belle River and Lakeshore, Ontario","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/""]","[""English""]"
716,marker,622,Newspapers,LaSalle Post,"42.2355411, -83.1024769","The LaSalle Post weekly newspaper in LaSalle, ON, published its final edition during the week of May 4, 2020. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020.",0,2020-05-27 21:27,2020-05-27 21:27,57,community paper,closed,2020-05-04,Postmedia,"LaSalle, Ontario","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/""]","[""English""]"
717,marker,622,Newspapers,Shoreline Week,"42.3131294, -82.8860341","The Shoreline Week weekly newspaper serving Essex County in Ontario published its final edition during the week of May 4, 2020. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020.",0,2020-05-27 21:35,2020-05-27 21:35,43,community paper,closed,2020-05-04,Postmedia,"Essex County, Ontario","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/""]","[""English""]"
718,marker,622,Newspapers,Tilbury Times,"42.2573043, -82.4320252","The Tilbury Times weekly newspaper in Tilbury, Ontario, published its final edition during the week of May 4, 2020. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020.",0,2020-05-27 21:51,2020-05-27 21:51,46,community paper,closed,2020-05-04,Postmedia,"Tilbury, Ontario","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/""]","[""English""]"
719,marker,622,Newspapers,Napanee Guide,"44.2417351, -76.4810213","The Napanee Guide weekly newspaper serving Napanee, ON, published its final print edition on May 7, 2020. The newspaper continues to publish local news on its website. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020, with Napanee Guide and Paris Star continuing as online news outlets.",0,2020-05-27 22:41,2020-05-27 22:42,72,community paper,shifted to online,2020-05-07,Postmedia,"Napanee, Ontario","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793""]","[""English""]"
720,marker,622,Newspapers,Paris Star,"43.1562411, -80.2410948","The Paris Star weekly newspaper serving Paris, ON, published its final print edition during the week of May 4, 2020. The newspaper continues to publish local news on its website. Postmedia announced the closings of 15 community weekly newspapers in Manitoba and Ontario on April 28, 2020, with Napanee Guide and Paris Star continuing as online news outlets.",0,2020-05-27 22:50,2020-05-27 22:50,40,community paper,shifted to online,2020-05-04,Postmedia,"Paris, Ontario","[""https:\/\/windsorstar.com\/news\/local-news\/postmedia-to-close-some-community-newspapers\/"",""https:\/\/mediaincanada.com\/2020\/04\/29\/postmedia-pulls-the-plug-on-15-community-papers\/"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/postmedia-manitoba-papers-closing-1.5547793""]","[""English""]"
721,marker,622,Newspapers,The Kindersley Clarion,"51.4726436, -109.1615752","The Kindersley Clarion, a community newspaper in Kindersley, SK, published its final edition on February 27, 2020, after publishing for 110 years.",0,2020-05-27 23:00,2020-05-27 23:00,52,community paper,closed,2020-02-27,independent,"Kindersley, Saskatchewan","[""https:\/\/www.westcentralonline.com\/local\/the-final-edition-kindersley-newspapers-close-their-doors""]","[""English""]"
